"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2017,"BFISH_2017_F",29,"S07",0,0,0,0,0,0,0
2017,"BFISH_2017_F",53,"S16",6.90415698582712,0,0,0,0,2.10098145192801,0
2017,"BFISH_2017_F",59,"S14",0,0,0,0,0,0,0
2017,"BFISH_2017_F",104,"S21",0,0,0,0,0,0,0
2017,"BFISH_2017_F",181,"S02",0,0,0,0,0,0,0
2017,"BFISH_2017_F",321,"S16",0,2.1690507468337,0,0,1.16814826744604,9.26137653827604,2.4073618287192
2017,"BFISH_2017_F",323,"S12",0,0,0,0,2.03181012681933,0,0
2017,"BFISH_2017_F",369,"S22",0,0.480031957399126,0,0,0,5.47912334201397,0
2017,"BFISH_2017_F",422,"S22",0,0.362909851646912,0,0,0,0,0
2017,"BFISH_2017_F",674,"S22",0,5.35288954887518,0,0,0,0,0
2017,"BFISH_2017_F",731,"S15",0,0,0,0,0,17.8736928438107,0
2017,"BFISH_2017_F",778,"S12",0,0,0,0,0,0,0
2017,"BFISH_2017_F",899,"S12",0,0,0,0,2.82134213193476,0,0
2017,"BFISH_2017_F",909,"S16",0,0.989189353507139,0,0,0,0,0
2017,"BFISH_2017_F",925,"S22",0,0,0,0,0,13.2210541433015,0
2017,"BFISH_2017_F",1075,"S16",0,0,0,0,0,24.6734885307426,0
2017,"BFISH_2017_F",1107,"S20",0,3.88444272083806,0,0,0,4.65905433136493,0
2017,"BFISH_2017_F",1125,"S04",0,0,0,0,8.47505612852228,0,0
2017,"BFISH_2017_F",1162,"S20",0,6.31401617192446,0,0,0,4.65905433136493,0
2017,"BFISH_2017_F",1168,"S11",0,0,0,0,0,5.53633561418592,0
2017,"BFISH_2017_F",1255,"S16",0,0,0,0,0,0,1.50508961445435
2017,"BFISH_2017_F",1377,"S22",0,5.59137600191465,0,0,0,12.5290556802644,0
2017,"BFISH_2017_F",1554,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",1578,"S22",0,6.1861697951535,0,0,0,0,0
2017,"BFISH_2017_F",1616,"S16",0,0,0,0,0,0,0
2017,"BFISH_2017_F",1834,"S22",0,0,0,0,0,0,0
2017,"BFISH_2017_F",1891,"S22",0,0,0,0,0,0,0
2017,"BFISH_2017_F",1921,"S10",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2039,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2072,"S04",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2095,"S22",0,0,0,0,0,15.2806256550764,0
2017,"BFISH_2017_F",2114,"S04",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2142,"S01",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2345,"S22",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2486,"S11",0,0,0,0,4.4701730856819,0,0
2017,"BFISH_2017_F",2545,"S04",0,0,0,0,0.405038482721292,0,0
2017,"BFISH_2017_F",2610,"S14",0,0,0,0,0,0,0
2017,"BFISH_2017_F",2703,"S22",0,2.06791556543678,0,0,0,0,0
2017,"BFISH_2017_F",2706,"S12",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3025,"S22",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3120,"S10",0,0,0,0,2.93686235909154,2.33264689531251,0
2017,"BFISH_2017_F",3225,"S11",0,0.560354160524114,0,0,0,0,0
2017,"BFISH_2017_F",3227,"S11",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3228,"S14",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3336,"S12",8.71139545668877,0,0,0,12.144544189755,8.62352289111366,0
2017,"BFISH_2017_F",3389,"S11",0,0,0,0,1.31890058114264,0,0
2017,"BFISH_2017_F",3390,"S03",0,0,0,0,0.657605652455561,0,0
2017,"BFISH_2017_F",3411,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3535,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3604,"S10",0,0,0,0,0,0,0
2017,"BFISH_2017_F",3863,"S20",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4013,"S11",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4076,"S11",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4143,"S20",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4178,"S11",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4281,"S20",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4440,"S01",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4496,"S21",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4513,"S01",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4541,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4559,"S24",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4568,"S15",0,0,0,0,0,0,1.1584668497337
2017,"BFISH_2017_F",4572,"S12",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4596,"S01",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4611,"S22",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4642,"S21",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4745,"S05",0,0,0,0,0,0,0
2017,"BFISH_2017_F",4869,"S15",0,1.39841047492445,0,0,0,0,0
