"YEAR","BFISH","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2017,"BFISH_2017_F","S01",0,0,0,0,0,0,0
2017,"BFISH_2017_F","S02",0,0,0,0,0.883521630915776,0,0
2017,"BFISH_2017_F","S03",0,0,0,0,0.0939436646365087,0,0
2017,"BFISH_2017_F","S04",0,0,0,0,1.11001182640545,0,0
2017,"BFISH_2017_F","S05",0,0,0,0,2.17292869790646,0.601303643670469,0.0457870697884814
2017,"BFISH_2017_F","S06",0,0,0,0,3.25592353895665,0,0
2017,"BFISH_2017_F","S07",0,0,0,0,0.953619580894136,2.64053672595544,0.0827476321238357
2017,"BFISH_2017_F","S08",0,0,0,0,6.22292417226598,2.04736279289541,0
2017,"BFISH_2017_F","S09",0,0,0,0,0,0,0
2017,"BFISH_2017_F","S10",0,0,0,0,5.50329651295337,0.454717309263243,0
2017,"BFISH_2017_F","S11",0,0.0224141664209646,0,0.534884504076477,6.0564569966206,1.82275161457756,0
2017,"BFISH_2017_F","S12",1.04090162129887,0,0,0,2.40878525505284,0.410643947195889,0
2017,"BFISH_2017_F","S13",0,0,0,0.836840366466577,0.159954468627123,2.42822785214445,0
2017,"BFISH_2017_F","S14",0,0.514438635427862,0,0.132198605398038,2.59225445633781,1.66656019303877,0.0723403515642417
2017,"BFISH_2017_F","S15",0,0.183661525263968,0,0,6.3113717838765,1.3748994495239,0.242125507133711
2017,"BFISH_2017_F","S16",1.87237987153916,1.39861045113982,0,0.477632965593976,4.47234941602759,4.07071836842447,0.201174701622632
2017,"BFISH_2017_F","S17",0,0.146756332331454,0,0,0,0,0
2017,"BFISH_2017_F","S18",0,0,0,0,0,0,0
2017,"BFISH_2017_F","S19",0,0.247117734288855,7.75281807127412,0,0,0,0
2017,"BFISH_2017_F","S20",0,0.527469152961179,0.245064825918467,0,0,0.198257631121912,0
2017,"BFISH_2017_F","S21",0,0.824114675507946,0.285050135473099,0,0.540991927194438,0,0
2017,"BFISH_2017_F","S22",0.12889653347861,1.72871693525585,4.87516955771692,0,0.442215838103406,2.87953520844324,0.0228387946220194
2017,"BFISH_2017_F","S23",0,0,0,0,0,0,0
2017,"BFISH_2017_F","S24",0,0,0.538374525708863,0,0,0,0
