"YEAR","BFISH","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2022,"BFISH_2022_F","S01",0,0,0,0,0.103613803342265,0,0
2022,"BFISH_2022_F","S02",0,0,0,0,0.665281053202088,0,0
2022,"BFISH_2022_F","S03",0,0,0,0,0.395633422313557,0,0
2022,"BFISH_2022_F","S04",0,0,0,0,0.415494234158655,0,0
2022,"BFISH_2022_F","S05",0,0,0,0,0,0.335522086458908,0
2022,"BFISH_2022_F","S06",0,0,0,0,2.41843046751611,0,0
2022,"BFISH_2022_F","S07",0.19852186286218,0,0,0,1.44467705970445,0,0
2022,"BFISH_2022_F","S08",1.12339595230642,0,0,0.181674035341741,4.50196732640298,0.37530705948741,0
2022,"BFISH_2022_F","S09",0,0,0,0,5.53240000981396,0,0
2022,"BFISH_2022_F","S10",0.0789290923230208,0,0,0,0.692536643521452,0.248708650852944,0.00954849764693287
2022,"BFISH_2022_F","S11",0.290359201112115,0.277733874913627,0,0,1.30413683370734,0.852326831178059,0.113886302159511
2022,"BFISH_2022_F","S12",0.581701449647606,0.0867196509231316,0,0,1.67833686157687,0,0.181413552312127
2022,"BFISH_2022_F","S13",0.136662848930775,0.221140488581715,0,0,0.869424737830499,0.127323223282274,0
2022,"BFISH_2022_F","S14",0,0.0601504594895945,0,0.381720965302092,0.948286125719402,0.603148834611297,0.0359594371624776
2022,"BFISH_2022_F","S15",0.486404380887866,2.13358882086993,0,0.278791611416346,1.3045485496163,0,0.0416924267681133
2022,"BFISH_2022_F","S16",0.344473693814518,0.6508583594722,0.941837151028659,0,2.00427060745913,3.03618360374853,0.3095819092607
2022,"BFISH_2022_F","S17",0,0,0,0,0,0,0
2022,"BFISH_2022_F","S18",0,1.15767528418227,1.9363627074957,0,0,0,0
2022,"BFISH_2022_F","S19",0,1.62850303179885,0.899247412124881,0,0,0,0
2022,"BFISH_2022_F","S20",0,0,0,0,0,0,0
2022,"BFISH_2022_F","S21",0,0.547114004679398,1.1293761536328,0,0,0,0
2022,"BFISH_2022_F","S22",0,1.20340554705068,0.795290518103443,0,0,0.883602905525474,0
2022,"BFISH_2022_F","S23",0,0,0,0,0,0,0
2022,"BFISH_2022_F","S24",0,0.0155598045513936,0,0,0,0,0
