"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2019,"BFISH_2019_F",14359,"S12",0,0,0,0,13.4130003392922,0,0
2019,"BFISH_2019_F",14399,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14429,"S11",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14437,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14439,"S13",0,0,0,0,2.60316251486445,0,0
2019,"BFISH_2019_F",14583,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14640,"S22",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14702,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14736,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14804,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14884,"S22",0,0,0,0,12.9820819793413,0,0
2019,"BFISH_2019_F",14897,"S19",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14932,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",14965,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15034,"S22",0,1.78387227775378,0,1.62362699588825,0,0,0
2019,"BFISH_2019_F",15043,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15052,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15061,"S21",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15089,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15106,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15407,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15480,"S10",0,0,0,0,3.43854205515151,0.67961215416613,0
2019,"BFISH_2019_F",15610,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15737,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",15777,"S15",0,5.29339660353592,0,0,0,7.04596381563707,0
2019,"BFISH_2019_F",15969,"S02",0,0,0,0,6.62431220648807,0,0
2019,"BFISH_2019_F",15975,"S11",0,1.86398894583012,0,0,0,0,0
2019,"BFISH_2019_F",16001,"S10",0,0,0,0,0.582589664265515,0,0
2019,"BFISH_2019_F",16068,"S08",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16107,"S11",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16217,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16225,"S03",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16228,"S03",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16335,"S04",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16425,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16537,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16613,"S04",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16710,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16817,"S11",0,0,0,0,0,0,0
2019,"BFISH_2019_F",16975,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",17006,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",17007,"S05",0,0,0,0,0.953437281009249,0,0
2019,"BFISH_2019_F",17066,"S22",0,5.08654809633938,0,0,0,0,0
2019,"BFISH_2019_F",17407,"S02",0,0,0,0,0,0,0
