"YEAR","BFISH","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2021,"BFISH_2021_F","S01",0,0,0,0,0.614360653914289,0.190431454476678,0
2021,"BFISH_2021_F","S02",0,0,0,0,2.02034541435248,0,0
2021,"BFISH_2021_F","S03",0,0,0,0,1.43880524407104,0,0
2021,"BFISH_2021_F","S04",0,0,0,0,0,0,0
2021,"BFISH_2021_F","S05",0.355447115186692,0,0,0,0.49942140334776,0.866744298687498,0
2021,"BFISH_2021_F","S06",0,0,0,0,0.844152876160627,0,0
2021,"BFISH_2021_F","S07",5.91440964105876,0.0421541653541094,0,0,1.39610848678598,0,0
2021,"BFISH_2021_F","S08",0,0,0,0,1.07370103490741,0,0
2021,"BFISH_2021_F","S09",0.222009399941307,0,0,2.13010473584821,4.41248735244657,0,0
2021,"BFISH_2021_F","S10",0.216203061974761,0.0316297678730158,0,0.0167694462744242,1.23565389133383,0.104158201168815,0.0604183231033489
2021,"BFISH_2021_F","S11",0.293237320351465,0,0,0,2.1322728578681,1.05180721525697,0
2021,"BFISH_2021_F","S12",0.19093593626878,0.299310102025117,0,0.278958722446424,3.07433337561534,1.57106128359212,0.329278654921534
2021,"BFISH_2021_F","S13",0,0,0,0,0,0,0
2021,"BFISH_2021_F","S14",0,0.423572786001712,0,0.0608415094317357,2.27364551521531,0.0969677677998381,0.0496273587557418
2021,"BFISH_2021_F","S15",0,1.3299089781392,1.03639520764417,0.305086982881176,0.19662425133392,0,0.369996807668482
2021,"BFISH_2021_F","S16",0,2.03752533160217,0.506330485832889,0.331316676181888,0.130369914771275,4.94957222011767,0.493554353738875
2021,"BFISH_2021_F","S17",0,0,0,0,0,0,0
2021,"BFISH_2021_F","S18",0,1.72291732366586,0.740346387943771,0,0,0,0
2021,"BFISH_2021_F","S19",0,0.41787742258427,0.315599810442097,0,0,0,0
2021,"BFISH_2021_F","S20",0,0.351392508911013,0,0,0,0.0443030205024833,0
2021,"BFISH_2021_F","S21",0,0.67891547049193,0.824872855724437,0,0.546387403832168,0.195585988827904,0
2021,"BFISH_2021_F","S22",0,1.02309714141472,0.980882482788102,0,0.104487149466629,0.150549499058034,0.0192921637527862
2021,"BFISH_2021_F","S23",0,0.0818684818373518,0,0,0,0,0
2021,"BFISH_2021_F","S24",0,0.145678781361529,0,0,0,0,0
