"YEAR","BFISH","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2020,"BFISH_2020_F","S01",0,0,0,0,0.576882198200403,0,0
2020,"BFISH_2020_F","S02",0,0,0,0,1.28665871222945,0,0
2020,"BFISH_2020_F","S03",0,0,0,0,0,0,0
2020,"BFISH_2020_F","S04",0,0,0,0,0,0,0
2020,"BFISH_2020_F","S05",0,0.112603064066035,0,0,0.855321012479109,0.772587171540381,0.244294832403311
2020,"BFISH_2020_F","S06",0,0,0,0,1.4654367290834,3.79003146714686,0
2020,"BFISH_2020_F","S07",0,0,0,0,1.20906787007102,0,0
2020,"BFISH_2020_F","S08",0,0,0,0,0,0,0
2020,"BFISH_2020_F","S09",0,0,0,0.710786193426465,0.625000470629955,0,0
2020,"BFISH_2020_F","S10",0,0.18887227483655,0.13893025666774,0.0619959810478686,1.48975771087689,0.12180362551113,0.0932811962192116
2020,"BFISH_2020_F","S11",0,0.263717793339293,0,0,0.530265851752086,0,0.198894341961387
2020,"BFISH_2020_F","S12",0.292000869927886,0.128748460820234,0,0.588194074310952,6.88631396624289,5.65218281572922,0.197186585464277
2020,"BFISH_2020_F","S13",0,1.05619459119221,0,0,0,0,0.277283166979557
2020,"BFISH_2020_F","S14",0,0.784663443189659,0,0.870692198273894,0.541072956439687,0.725500014018986,0.469954275820287
2020,"BFISH_2020_F","S15",0,0.484401296520203,0,0,0,1.26961791560156,0.212994636406374
2020,"BFISH_2020_F","S16",0.345027905908752,1.49663847085077,0.591248790712096,0.989928817167833,1.3558082006987,2.96629062159332,0.507920189167822
2020,"BFISH_2020_F","S17",0,0.128220436234226,0,0,0,0,0
2020,"BFISH_2020_F","S18",0,1.72011711600983,0,0,0,0,0
2020,"BFISH_2020_F","S19",0,1.53085438508027,0.188750899779626,0,0,0,0
2020,"BFISH_2020_F","S20",0,0.222961783598729,0,0.0997399751726922,0,0.276987391774142,0
2020,"BFISH_2020_F","S21",0,1.36315845095131,0,0,0,0,0.0623887125704004
2020,"BFISH_2020_F","S22",0,1.95953722132804,2.12794886560166,0,0,0.49390374282954,0.0280798268667589
2020,"BFISH_2020_F","S23",0,0.314799299996257,0,0,0,0,0
2020,"BFISH_2020_F","S24",0,0.0488606582792828,0,0,0,0,0
