"BFISH","MISSION_ID","DROP_CD","VIDEO_FRAME","TIME_FROM_TOUCHDOWN_MIN","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","MAXN","DATA_TYPE","SEQUENCE_NR","CREATE_DTM","CREATED_BY","LAST_MOD_DTM","LAST_MOD_BY"
"BFISH_2017_S","SE1702","20170310_204115",10463,0.8625,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000034",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_230006",11913,9.1,"ETCO","Etelis coruscans","Onaga",12,"MaxN","00000035",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_230006",5641,0.3889,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000036",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_232508",10567,4.7764,"APRU","Aphareus rutilans","Lehi",2,"MaxN","00000037",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_232508",8384,1.7444,"HYQU","Hyporthodus quernus","Hapuupuu",1,"MaxN","00000038",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_232508",8108,1.3611,"PRFI","Pristipomoides filamentosus","Opakapaka",3,"MaxN","00000039",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_232508",8624,2.0778,"PRSI","Pristipomoides sieboldii","Kalekale",18,"MaxN","00000040",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170310_232508",9707,3.5819,"PRZO","Pristipomoides zonatus","Gindai",1,"MaxN","00000041",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_005858",4588,1.2069,"APRU","Aphareus rutilans","Lehi",1,"MaxN","00000042",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_005858",3954,0.3264,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000043",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_005858",8038,5.9986,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000044",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_005858",4834,1.5486,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000045",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_005858",4284,0.7847,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000046",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_011012",6130,1.1875,"APRU","Aphareus rutilans","Lehi",2,"MaxN","00000047",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_011012",5554,0.3875,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000048",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_111048",21789,15,"NONE","No fish","No fish",NA,NA,"00000049",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_180138",13303,3.2,"SHAR","Shark","Shark sp. ",1,"non-target","00000050",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_204726",23817,15,"NONE","No fish","No fish",NA,NA,"00000051",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170311_232551",10324,4.4417,"SQMI","Squalus mitsukurii","Green eye shark",1,"non-target","00000052",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_011822",21981,15,"NONE","No fish","No fish",NA,NA,"00000053",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_082457",21418,15,"NONE","No fish","No fish",NA,NA,"00000054",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_131149",10488,6.3222,"SHAR","Shark","Shark sp. ",1,"non-target","00000055",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_145609",22987,15,"NONE","No fish","No fish",NA,NA,"00000056",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_180340",23018,15,"NONE","No fish","No fish",NA,NA,"00000057",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_203242",13285,5.6014,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000058",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170312_233635",8969,2.1194,"CAPL","Carcharhinus plumbeus","Sandbar shark",1,"non-target","00000059",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_012411",18361,15,"NONE","No fish","No fish",NA,NA,"00000060",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_081715",22991,15,"NONE","No fish","No fish",NA,NA,"00000061",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_105004",13638,5.8736,"CAPL","Carcharhinus plumbeus","Sandbar shark",1,"non-target","00000062",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_135140",15389,11.6472,"PERC","Perciformes","Fish",1,"other","00000063",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_140140",16182,13.4292,"ETCA","Etelis carbunculus","Ehu",4,"MaxN","00000064",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_150632",21025,15,"NONE","No fish","No fish",NA,NA,"00000065",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_153827",19848,15,"NONE","No fish","No fish",NA,NA,"00000066",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_183701",16028,15,"NONE","No fish","No fish",NA,NA,"00000067",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170313_221627",8548,2.4111,"ETCO","Etelis coruscans","Onaga",2,"MaxN","00000068",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_001918",11931,7.65,"ETCA","Etelis carbunculus","Ehu",1,"MaxN","00000069",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_081957",20618,15,"NONE","No fish","No fish",NA,NA,"00000070",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_094317",14244,7.3667,"SESP","Seriola sp.","Amberjack sp.",1,"non-target","00000071",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_104717",20952,15,"NONE","No fish","No fish",NA,NA,"00000072",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_124916",17574,13.3639,"ETCO","Etelis coruscans","Onaga",4,"MaxN","00000073",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_124916",14037,8.4514,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000074",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_124916",13548,7.7722,"PRSI","Pristipomoides sieboldii","Kalekale",20,"MaxN","00000075",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_141344",16194,15,"NONE","No fish","No fish",NA,NA,"00000076",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_153235",15623,13.75,"ETCA","Etelis carbunculus","Ehu",4,"MaxN","00000077",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_153235",11237,7.6583,"ETCO","Etelis coruscans","Onaga",2,"MaxN","00000078",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_181201",23014,15,"NONE","No fish","No fish",NA,NA,"00000079",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_202902",22600,15,"NONE","No fish","No fish",NA,NA,"00000080",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_223159",14485,3.9708,"ETCO","Etelis coruscans","Onaga",2,"MaxN","00000081",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_223159",13214,2.2056,"GYSP","Gymnothorax sp.","Moray sp.",1,"non-target","00000082",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170314_235937",13428,7.0925,"CACA","Carcharodon carcharias","Great White Shark",1,"non-target","00000083",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_012509",13763,11.7806,"ETCA","Etelis carbunculus","Ehu",2,"MaxN","00000084",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_075531",10768,1.5278,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000085",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_075531",19193,13.2292,"HEDI","Heniochus diphreutus","False moorish idol",1,"non-target","00000086",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_075531",10262,0.825,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000087",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_102255",22879,15,"NONE","No fish","No fish",NA,NA,"00000088",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_123855",15977,14.0875,"PRFI","Pristipomoides filamentosus","Opakapaka",2,"MaxN","00000089",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_141644",15191,12.1486,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000090",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",8644,0.2986,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000091",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",14408,8.3042,"LUSP","Lutjanid sp.","Snapper sp.",1,"other","00000092",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",8494,0.0903,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000093",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",12888,6.1931,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",1,"non-target","00000094",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",15143,9.325,"PRFI","Pristipomoides filamentosus","Opakapaka",4,"MaxN","00000095",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_181628",17102,12.0458,"PRSI","Pristipomoides sieboldii","Kalekale",11,"MaxN","00000096",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_203710",NA,NA,"DARK","too dark to annotate","dark",NA,NA,"00000097",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170315_230310",22567,15,"NONE","No fish","No fish",NA,NA,"00000098",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_004032",6128,1.3306,"PRSI","Pristipomoides sieboldii","Kalekale",10,"MaxN","00000099",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_082747",23104,12.6458,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000100",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_082747",23145,12.7028,"PRFI","Pristipomoides filamentosus","Opakapaka",3,"MaxN","00000101",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_102852",18541,14.0278,"ETCA","Etelis carbunculus","Ehu",2,"MaxN","00000102",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_181312",11797,4.1639,"SESP","Seriola sp.","Amberjack sp.",1,"non-target","00000103",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_195733",23581,15,"NONE","No fish","No fish",NA,NA,"00000104",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170316_221808",23015,15,"NONE","No fish","No fish",NA,NA,"00000105",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_082125",22989,15,"NONE","No fish","No fish",NA,NA,"00000106",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_095112",23859,15,"NONE","No fish","No fish",NA,NA,"00000107",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_120644",15993,13.8306,"PRFI","Pristipomoides filamentosus","Opakapaka",14,"MaxN","00000108",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_120644",7334,1.8042,"ALMO","Aluterus monoceros","Unicorn leatherjacket filefish",1,"non-target","00000109",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_120644",10799,6.6167,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000110",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_120644",7651,2.2444,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000111",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_134419",22963,15,"NONE","No fish","No fish",NA,NA,"00000112",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_151405",13909,10.8153,"RASP","Rajiform sp.","Ray sp.",1,"non-target","00000113",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_180546",8905,6.5736,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000114",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_193539",24012,15,"NONE","No fish","No fish",NA,NA,"00000115",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_214912",10886,5.3667,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000116",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_214912",10767,5.2014,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000117",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_232952",11252,8.9694,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000118",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_232952",5075,0.3903,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000119",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170317_232952",5893,1.5264,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000120",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_005531",22678,15,"NONE","No fish","No fish",NA,NA,"00000121",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",10852,2.8361,"APFU","Aphareus furca","Small toothed jobfish",1,"non-target","00000122",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",9624,1.1306,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000123",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",9441,0.8764,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000124",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",12756,5.4806,"CAAM","Carcharhinus amblyrhynchos","Blacktail reef shark",1,"non-target","00000125",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",12594,5.2556,"CAGA","Carcharhinus galapagensis","Galapagos shark",1,"non-target","00000126",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",8810,0,"CHMI","Chaetodon miliaris","Millet butterflyfish",1,"non-target","00000127",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",10649,2.5542,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000128",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",9583,1.0736,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000129",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_082217",9336,0.7306,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000130",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",15049,13.2889,"HYQU","Hyporthodus quernus","Hapuupuu",2,"MaxN","00000131",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",6650,1.6236,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",1,"non-target","00000132",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",7681,3.0556,"APFU","Aphareus furca","Small toothed jobfish",1,"non-target","00000133",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",10229,6.5944,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000134",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5583,0.1417,"CAIG","Caranx ignobilis","Giant trevally",1,"non-target","00000135",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5481,0,"CAME","Caranx melampygus","Bluefin trevally",1,"non-target","00000136",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5481,0,"CAAM","Carcharhinus amblyrhynchos","Blacktail reef shark",1,"non-target","00000137",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",7490,2.7903,"CHMI","Chaetodon miliaris","Millet butterflyfish",1,"non-target","00000138",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",10105,6.4222,"CHTI","Chaetodon tinkeri","Hawaiian butterflyfish",1,"non-target","00000139",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5988,0.7042,"CHVE","Chromis verater","Threespot chromis",1,"non-target","00000140",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",12155,9.2694,"FOLO","Forcipiger longirostris","Longnose butterflyfish",1,"non-target","00000141",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5481,0,"HEDI","Heniochus diphreutus","False moorish idol",1,"non-target","00000142",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",6337,1.1889,"LUKA","Lutjanus kasmira","Bluestripe snapper",1,"non-target","00000143",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",5987,0.7028,"NABR","Naso brevirostris","Spotted unicornfish",1,"non-target","00000144",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",11743,8.6972,"PAMU","Parupeneus multifasciatus","Manybar goatfish",1,"non-target","00000145",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_180536",11722,8.6681,"SUFR","Sufflamen fraenatum","Masked triggerfish",1,"non-target","00000146",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_195753",22859,15,"NONE","No fish","No fish",NA,NA,"00000147",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_201633",23157,15,"NONE","No fish","No fish",NA,NA,"00000148",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",8512,5.9083,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",1,"non-target","00000149",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",7268,4.1806,"WRAS","Labrid","Wrasse sp.",1,"non-target","00000150",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",13348,12.625,"MORA","Muraenid sp.","Moray sp.",1,"non-target","00000151",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",7527,4.5403,"NABR","Naso brevirostris","Spotted unicornfish",1,"non-target","00000152",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",7691,4.7681,"NAHE","Naso hexacanthus","Sleek unicornfish",1,"non-target","00000153",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",6488,3.0972,"NAMA","Naso maculatus","spotted unicornfish",1,"non-target","00000154",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",4630,0.5167,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000155",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",9445,7.2042,"SUFR","Sufflamen fraenatum","Masked triggerfish",1,"non-target","00000156",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_221437",4258,0,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000157",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_223045",9568,4.3931,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000158",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_223045",12986,9.1403,"FISH","Teleost sp.","Bony fish sp.",2,"other","00000159",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170318_234737",22587,15,"NONE","No fish","No fish",NA,NA,"00000160",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_000630",13294,10.0861,"PRFI","Pristipomoides filamentosus","Opakapaka",3,"MaxN","00000161",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_005814",25029,7.5403,"HYQU","Hyporthodus quernus","Hapuupuu",2,"MaxN","00000162",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_005814",24711,7.0986,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000163",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_013701",11911,3.2653,"PRSI","Pristipomoides sieboldii","Kalekale",30,"MaxN","00000164",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_174601",8764,0.5569,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000165",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_174601",12450,5.6764,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000166",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_180040",11312,0.2542,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000167",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_180040",12585,2.0222,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000168",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_180040",15771,6.4472,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000169",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",7915,1.0722,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",1,"non-target","00000170",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",7414,0.3764,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000171",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",8235,1.5167,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000172",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",8220,1.4958,"CAME","Caranx melampygus","Bluefin trevally",1,"non-target","00000173",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",8962,2.5264,"NAMA","Naso maculatus","spotted unicornfish",1,"non-target","00000174",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",7223,0.1111,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000175",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_194005",7560,0.5792,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000176",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_195616",8683,0.4264,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000177",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_195616",8646,0.375,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000178",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_195616",13461,7.0625,"PRFI","Pristipomoides filamentosus","Opakapaka",2,"MaxN","00000179",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_215737",5424,0.6556,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000180",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_220749",6330,0.2569,"PERC","Perciformes","Fish",1,"non-target","00000181",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_220749",6793,0.9,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000182",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_220749",10002,5.3569,"CAPL","Carcharhinus plumbeus","Sandbar shark",1,"non-target","00000183",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_220749",15058,12.3792,"PERC","Perciformes","Fish",1,"non-target","00000184",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_232650",6009,0.4472,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000185",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_232650",8678,4.1542,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000186",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_232650",9682,5.5486,"PERC","Perciformes","Fish",1,"other","00000187",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_232650",5844,0.2181,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000188",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_232650",8297,3.625,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",1,"non-target","00000189",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_233849",7793,3.2125,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000190",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_233849",8409,4.0681,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000191",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170319_233849",15110,13.375,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000192",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_010224",21586,15,"NONE","No fish","No fish",NA,NA,"00000193",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_011522",6676,0.1569,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000194",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_180909",11579,0,"SYTY","Symphysanodon typus","Insular shelf beauty",1,"non-target","00000195",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_180909",11655,0.1056,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000196",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_180909",20671,12.6278,"FISH","Teleost sp.","Bony fish sp.",1,"other","00000197",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_182838",22198,15,"NONE","No fish","No fish",NA,NA,"00000198",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_194409",13947,9.8986,"APRU","Aphareus rutilans","Lehi",1,"MaxN","00000199",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_200356",6272,0.8611,"APRU","Aphareus rutilans","Lehi",2,"MaxN","00000200",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_200356",8669,4.1903,"CAIG","Caranx ignobilis","Giant trevally",1,"non-target","00000201",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_200356",9218,4.9528,"CAPL","Carcharhinus plumbeus","Sandbar shark",1,"non-target","00000202",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_200356",5730,0.1083,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000203",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_200356",5652,0,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000204",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_210651",21905,10.0819,"PRFI","Pristipomoides filamentosus","Opakapaka",5,"MaxN","00000205",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_210651",14913,0.3708,"CAIG","Caranx ignobilis","Giant trevally",1,"non-target","00000206",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_210651",22220,10.5194,"PSDE","Pseudocaranx cheilio","White trevally",1,"non-target","00000207",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_210651",20899,8.6847,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000208",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_210651",19548,6.8083,"SERI","Seriola rivoliana","Almaco jack",1,"non-target","00000209",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",5929,0.6736,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",1,"non-target","00000210",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",5889,0.6181,"APVI","Aprion virescens","Green jobfish",1,"non-target","00000211",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",7058,2.2417,"CAOR","Carangoides orthogrammus","Island trevally",1,"non-target","00000212",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",5750,0.425,"CAME","Caranx melampygus","Bluefin trevally",1,"non-target","00000213",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",5698,0.3528,"SEDU","Seriola dumerili","Greater amberjack",1,"non-target","00000214",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_220522",5676,0.3222,"SPBA","Sphyraena barracuda","Great barracuda",1,"non-target","00000215",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_230218",17692,2.6361,"PRFI","Pristipomoides filamentosus","Opakapaka",7,"MaxN","00000216",NA,NA,NA,NA
"BFISH_2017_S","SE1702","20170320_230218",17574,2.4722,"NAMA","Naso maculatus","spotted unicornfish",1,"non-target","00000217",NA,NA,NA,NA
