"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2021,"BFISH_2021_F",30,"S07",0,0,0,0,0,0,0
2021,"BFISH_2021_F",47,"S07",0,0,0,0,0,0,0
2021,"BFISH_2021_F",54,"S01",0,0,0,0,0,0,0
2021,"BFISH_2021_F",117,"S10",0,0,0,0,0,0,0
2021,"BFISH_2021_F",122,"S12",0,3.99705665921512,0,0,0,4.25710772178249,0.915741395769628
2021,"BFISH_2021_F",130,"S01",0,0,0,0,0,0,0
2021,"BFISH_2021_F",134,"S12",4.60964747324787,0,0,0,16.1704119233249,8.18945117158165,0
2021,"BFISH_2021_F",201,"S22",0,4.89538227524284,0,0,0,0,0
2021,"BFISH_2021_F",210,"S02",0,0,0,0,13.1511903085152,0,0
2021,"BFISH_2021_F",247,"S16",0,6.66837929773048,0,0,0,0,0.647269868924597
2021,"BFISH_2021_F",299,"S02",0,0,0,0,0,0,0
2021,"BFISH_2021_F",306,"S16",0,4.79202565928003,0,0,4.82368684653717,0,2.60940721611007
2021,"BFISH_2021_F",339,"S16",0,4.24123861289887,0,0,0,18.6472187687223,1.93241819965875
2021,"BFISH_2021_F",445,"S22",0,1.73054255637371,0,0,0,0,0
2021,"BFISH_2021_F",508,"S04",0,0,0,0,0,0,0
2021,"BFISH_2021_F",589,"S16",0,3.4639629326995,0,0,0,5.53633561418592,0
2021,"BFISH_2021_F",611,"S12",0,2.02849863182967,0,0,0,0,0.589348218684721
2021,"BFISH_2021_F",650,"S04",0,0,0,0,0,0,0
2021,"BFISH_2021_F",667,"S04",0,0,0,0,0,0,0
2021,"BFISH_2021_F",699,"S12",0,0,0,0,2.60942026920332,0,0
2021,"BFISH_2021_F",843,"S12",0,0,0,0,0,0,0
2021,"BFISH_2021_F",966,"S03",0,0,0,0,0,0,0
2021,"BFISH_2021_F",1073,"S10",0,0,0,0,4.37571935238902,0,0
2021,"BFISH_2021_F",1122,"S12",0,0.818684818373517,0,0,0,0,0
2021,"BFISH_2021_F",1223,"S02",0,0,0,0,0,0,0
2021,"BFISH_2021_F",1232,"S10",0,0,0,0,2.21758674630613,0,0
