"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",45073,"S13",216.7128,"PRFI",0,0
2021,"BFISH_2021_F",1597,"S12",146.304,"PRFI",0,0
2020,"BFISH_2020_F",18,"S12",142.3416,"PRFI",0,0
2021,"BFISH_2021_F",7455,"S05",120.5,"PRFI",0,0
2021,"BFISH_2021_F",8510,"S10",164.45,"PRFI",0,0
2021,"BFISH_2021_F",16259,"S12",164.1348,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",42488,"S07",132.588,"PRFI",0,0
2019,"BFISH_2019_F",26709,"S20",240.792,"PRFI",0,0
2021,"BFISH_2021_F",8580,"S10",134.874,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",11769,"S22",235.9152,"PRFI",0,0
2020,"BFISH_2020_F",1905,"S12",155.448,"PRFI",0,0
2021,"BFISH_2021_F",25057,"S06",163.6776,"PRFI",0,0
2021,"BFISH_2021_F",7150,"S20",227.6856,"PRFI",0,0
2019,"BFISH_2019_F",24620,"S15",195.6816,"PRFI",0,0
2019,"BFISH_2019_F",39137,"S20",220.0225,"PRFI",0,0
2021,"BFISH_2021_F",13367,"S14",181.0512,"PRFI",0,0
2021,"BFISH_2021_F",4385,"S07",133.0452,"PRFI",0,0
2019,"BFISH_2019_F",24690,"S05",139.47,"PRFI",0,0
2020,"BFISH_2020_F",35344,"S12",164.095,"PRFI",3,0
2019,"BFISH_2019_F",24732,"S01",95.8975,"PRFI",0,0
2019,"BFISH_2019_F",32811,"S14",202.9968,"PRFI",0,0
2019,"BFISH_2019_F",11441,"S05",135.7884,"PRFI",0,0
2021,"BFISH_2021_F",31535,"S20",251.46,"PRFI",0,0
2021,"BFISH_2021_F",45360,"S07",135.0264,"PRFI",0,0
2019,"BFISH_2019_F",3278,"S11",120.46,"PRFI",4.5,0
2021,"BFISH_2021_F",9422,"S10",132.7,"PRFI",0,0
2020,"BFISH_2020_F",45474,"S05",129.2352,"PRFI",0,0
2021,"BFISH_2021_F",12059,"S22",258.7752,"PRFI",0,0
2020,"BFISH_2020_F",6245,"S22",253.8984,"PRFI",0,0
2020,"BFISH_2020_F",21220,"S10",134.874,"PRFI",0,0
2020,"BFISH_2020_F",32810,"S20",235.0008,"PRFI",0,0
2021,"BFISH_2021_F",9646,"S10",155.7,"PRFI",0,0
2021,"BFISH_2021_F",41844,"S01",89.154,"PRFI",0,0
2020,"BFISH_2020_F",13446,"S22",259.0038,"PRFI",0,0
2021,"BFISH_2021_F",8818,"S07",152.7048,"PRFI",0,0
2021,"BFISH_2021_F",9107,"S15",194.7672,"PRFI",0,0
2020,"BFISH_2020_F",28267,"S16",172.3644,"PRFI",0,0
2020,"BFISH_2020_F",14115,"S10",128.016,"PRFI",0,0
2021,"BFISH_2021_F",9707,"S10",137.8,"PRFI",2,0
2021,"BFISH_2021_F",508,"S04",97.8408,"PRFI",0,0
2020,"BFISH_2020_F",33107,"S16",202.20432,"PRFI",0,0
2020,"BFISH_2020_F",41986,"S13",189.738,"PRFI",0,0
2020,"BFISH_2020_F",15140,"S10",130.7592,"PRFI",0,0
2021,"BFISH_2021_F",10318,"S08",139.1,"PRFI",0,0
2021,"BFISH_2021_F",5733,"S04",93.726,"PRFI",17.3460537727667,0
2021,"BFISH_2021_F",5604,"S01",94.05,"PRFI",0,0
2021,"BFISH_2021_F",12929,"S11",144.4,"PRFI",3,0
2021,"BFISH_2021_F",13727,"S16",219.456,"PRFI",0,0
2020,"BFISH_2020_F",2265,"S21",251.7648,"PRFI",0,0
2020,"BFISH_2020_F",45141,"S06",151.1808,"PRFI",0,0
2021,"BFISH_2021_F",15578,"S07",140.3604,"PRFI",0,0
2021,"BFISH_2021_F",44627,"S09",111.252,"PRFI",0,0
2020,"BFISH_2020_F",8369,"S10",131.064,"PRFI",5.78201792425556,0
2020,"BFISH_2020_F",5102,"S06",127.1016,"PRFI",0,0
2021,"BFISH_2021_F",2140,"S10",131.9784,"PRFI",0,0
2021,"BFISH_2021_F",32150,"S08",150.876,"PRFI",0,0
2019,"BFISH_2019_F",14884,"S22",230.06304,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",14565,"S11",145.3896,"PRFI",0,0
2021,"BFISH_2021_F",45248,"S14",183.7944,"PRFI",0,0
2020,"BFISH_2020_F",41869,"S16",178.9176,"PRFI",0,0
2021,"BFISH_2021_F",29273,"S19",225.8568,"PRFI",0,0
2019,"BFISH_2019_F",12122,"S01",91.6686,"PRFI",0,0
2021,"BFISH_2021_F",36307,"S12",139.9032,"PRFI",0,0
2021,"BFISH_2021_F",3865,"S08",123.6,"PRFI",0,0
2020,"BFISH_2020_F",15152,"S07",111.252,"PRFI",0,0
2020,"BFISH_2020_F",16819,"S10",115.2144,"PRFI",0,0
2020,"BFISH_2020_F",40026,"S08",112.8075,"PRFI",0,0
2021,"BFISH_2021_F",42522,"S10",161.3916,"PRFI",0,0
2019,"BFISH_2019_F",45386,"S01",87.4776,"PRFI",0,0
2021,"BFISH_2021_F",44935,"S07",154.5336,"PRFI",0,0
2020,"BFISH_2020_F",14237,"S16",186.7662,"PRFI",0,0
2020,"BFISH_2020_F",28781,"S22",234.696,"PRFI",0,0
2021,"BFISH_2021_F",1413,"S22",232.8672,"PRFI",0,0
2021,"BFISH_2021_F",30979,"S21",220.8276,"PRFI",0,0
2019,"BFISH_2019_F",32960,"S22",220.0025,"PRFI",0,0
2021,"BFISH_2021_F",33181,"S14",174.95,"PRFI",1,0
2021,"BFISH_2021_F",24113,"S05",154.5336,"PRFI",0,0
2019,"BFISH_2019_F",17704,"S20",224.028,"PRFI",0,0
2020,"BFISH_2020_F",45438,"S16",170.0784,"PRFI",0,0
2020,"BFISH_2020_F",41278,"S10",156.0576,"PRFI",0,0
2019,"BFISH_2019_F",33668,"S01",85.815,"PRFI",0,0
2021,"BFISH_2021_F",38991,"S14",174.35,"PRFI",0,0
2019,"BFISH_2019_F",27898,"S07",119.4816,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",1835,"S20",240.4872,"PRFI",0,0
2021,"BFISH_2021_F",40894,"S14",170.688,"PRFI",0,0
2021,"BFISH_2021_F",2932,"S01",109.728,"PRFI",0,0
2020,"BFISH_2020_F",41583,"S22",244.7544,"PRFI",0,0
2021,"BFISH_2021_F",17686,"S11",125.75,"PRFI",0,0
2021,"BFISH_2021_F",14668,"S10",158.6,"PRFI",0,0
2021,"BFISH_2021_F",37196,"S20",237.744,"PRFI",0,0
2021,"BFISH_2021_F",2742,"S16",202.311,"PRFI",0,0
2021,"BFISH_2021_F",2892,"S07",110.6424,"PRFI",0,0
2020,"BFISH_2020_F",26394,"S15",213.0552,"PRFI",0,0
2021,"BFISH_2021_F",21595,"S11",148.1328,"PRFI",0,0
2020,"BFISH_2020_F",42690,"S07",133.8072,"PRFI",0,0
2020,"BFISH_2020_F",22517,"S10",129.2825,"PRFI",0,0
2021,"BFISH_2021_F",42030,"S14",191.4144,"PRFI",0,0
2019,"BFISH_2019_F",31308,"S19",237.744,"PRFI",0,0
2019,"BFISH_2019_F",42651,"S15",195.0975,"PRFI",0,0
2021,"BFISH_2021_F",30958,"S02",107.8992,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",34058,"S14",190.1952,"PRFI",0,0
2020,"BFISH_2020_F",4896,"S07",155.448,"PRFI",0,0
2021,"BFISH_2021_F",4249,"S14",215.7984,"PRFI",0,0
2021,"BFISH_2021_F",27719,"S05",150.876,"PRFI",0,0
2021,"BFISH_2021_F",37342,"S10",142.1892,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",1142,"S20",249.6312,"PRFI",0,0
2021,"BFISH_2021_F",130,"S01",81.3816,"PRFI",0,0
2020,"BFISH_2020_F",22688,"S10",153.6192,"PRFI",0,0
2021,"BFISH_2021_F",13136,"S01",81.8388,"PRFI",0,0
2019,"BFISH_2019_F",41141,"S01",80.772,"PRFI",0,0
2021,"BFISH_2021_F",15046,"S22",240.4872,"PRFI",0,0
2021,"BFISH_2021_F",32120,"S08",115.2144,"PRFI",0,0
2020,"BFISH_2020_F",16068,"S08",133.0452,"PRFI",0,0
2020,"BFISH_2020_F",8111,"S20",259.3848,"PRFI",0,0
2020,"BFISH_2020_F",11307,"S10",155.448,"PRFI",0,0
2020,"BFISH_2020_F",23677,"S08",124.6632,"PRFI",0,0
2019,"BFISH_2019_F",41224,"S04",96.4692,"PRFI",0,0
2020,"BFISH_2020_F",26092,"S22",248.412,"PRFI",0,0
2021,"BFISH_2021_F",9286,"S12",114.65,"PRFI",0,0
2020,"BFISH_2020_F",38089,"S08",134.8075,"PRFI",0,0
2021,"BFISH_2021_F",31302,"S19",233.7816,"PRFI",0,0
2021,"BFISH_2021_F",5510,"S22",250.2408,"PRFI",0,0
2020,"BFISH_2020_F",24344,"S20",223.1136,"PRFI",0,0
2020,"BFISH_2020_F",4359,"S05",122.2248,"PRFI",0,0
2019,"BFISH_2019_F",32123,"S05",112.6475,"PRFI",0,0
2021,"BFISH_2021_F",23326,"S05",119.3292,"PRFI",0,0
2019,"BFISH_2019_F",33443,"S05",148.1328,"PRFI",0,0
2020,"BFISH_2020_F",37845,"S22",242.316,"PRFI",0,0
2021,"BFISH_2021_F",8890,"S14",194.1576,"PRFI",0,0
2020,"BFISH_2020_F",8094,"S14",186.5376,"PRFI",0,0
2020,"BFISH_2020_F",5445,"S08",120.7008,"PRFI",0,0
2019,"BFISH_2019_F",32273,"S14",184.785,"PRFI",0,0
2021,"BFISH_2021_F",2377,"S22",230.124,"PRFI",0,0
2020,"BFISH_2020_F",8702,"S10",146.304,"PRFI",0,0
2021,"BFISH_2021_F",9484,"S10",151.4856,"PRFI",0,0
2019,"BFISH_2019_F",32372,"S01",82.7532,"PRFI",0,0
2021,"BFISH_2021_F",16099,"S10",141.2748,"PRFI",0,0
2019,"BFISH_2019_F",5447,"S12",115.085,"PRFI",0.5,0
2021,"BFISH_2021_F",41843,"S01",89.6112,"PRFI",0,0
2021,"BFISH_2021_F",26542,"S17",247.8024,"PRFI",0,0
2021,"BFISH_2021_F",9090,"S14",183.7944,"PRFI",0,0
2021,"BFISH_2021_F",22930,"S07",131.6736,"PRFI",0,0
2020,"BFISH_2020_F",25523,"S11",150.46452,"PRFI",0,0
2019,"BFISH_2019_F",22275,"S17",253.746,"PRFI",0,0
2021,"BFISH_2021_F",3797,"S05",129.47904,"PRFI",0,0
2021,"BFISH_2021_F",11114,"S22",255.5748,"PRFI",0,0
2021,"BFISH_2021_F",44616,"S16",176.7078,"PRFI",0,0
2020,"BFISH_2020_F",24094,"S22",252.8316,"PRFI",0,0
2020,"BFISH_2020_F",323,"S16",174.3456,"PRFI",0,0
2020,"BFISH_2020_F",24481,"S06",151.7904,"PRFI",0,0
2021,"BFISH_2021_F",13340,"S15",178.308,"PRFI",0,0
2021,"BFISH_2021_F",24930,"S22",254.889,"PRFI",0,0
2019,"BFISH_2019_F",2387,"S02",91.345,"PRFI",0,0
2020,"BFISH_2020_F",14969,"S10",112.014,"PRFI",0,0
2021,"BFISH_2021_F",122,"S12",153.43632,"PRFI",0,0
2021,"BFISH_2021_F",15084,"S10",150.6,"PRFI",0,0
2020,"BFISH_2020_F",38182,"S05",114.5575,"PRFI",0,0
2021,"BFISH_2021_F",14446,"S20",223.5708,"PRFI",0,0
2019,"BFISH_2019_F",5809,"S03",85.47,"PRFI",0,0
2021,"BFISH_2021_F",25787,"S22",243.41328,"PRFI",0,0
2021,"BFISH_2021_F",39816,"S07",120.2436,"PRFI",0,0
2021,"BFISH_2021_F",40769,"S07",152.0952,"PRFI",0,0
2020,"BFISH_2020_F",42996,"S09",146.6088,"PRFI",0,0
2020,"BFISH_2020_F",37498,"S15",203.9112,"PRFI",0,0
2021,"BFISH_2021_F",45473,"S05",131.6736,"PRFI",0,0
2021,"BFISH_2021_F",11477,"S22",254.2032,"PRFI",0,0
2020,"BFISH_2020_F",36666,"S10",122.095,"PRFI",1,0
2020,"BFISH_2020_F",6310,"S09",138.5316,"PRFI",0,0
2021,"BFISH_2021_F",11764,"S22",249.6312,"PRFI",0,0
2021,"BFISH_2021_F",4949,"S05",118.4148,"PRFI",0,0
2020,"BFISH_2020_F",38165,"S16",215.3075,"PRFI",0,0
2020,"BFISH_2020_F",37,"S10",111.5568,"PRFI",0,0
2020,"BFISH_2020_F",9653,"S10",117.6528,"PRFI",0,0
2019,"BFISH_2019_F",14094,"S10",125.6575,"PRFI",0,0
2021,"BFISH_2021_F",14816,"S20",250.0884,"PRFI",0,0
2021,"BFISH_2021_F",9614,"S16",213.9696,"PRFI",0,0
2021,"BFISH_2021_F",6207,"S13",188.3664,"PRFI",0,0
2021,"BFISH_2021_F",699,"S12",119.7864,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",15736,"S10",140.3604,"PRFI",0,0
2019,"BFISH_2019_F",17006,"S01",84.6175,"PRFI",0,0
2021,"BFISH_2021_F",14917,"S20",253.746,"PRFI",0,0
2021,"BFISH_2021_F",25748,"S03",106.5276,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",9014,"S15",183.1086,"PRFI",0,0
2021,"BFISH_2021_F",2888,"S03",100.584,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",17066,"S22",243.2304,"PRFI",0,0
2020,"BFISH_2020_F",11415,"S10",148.1328,"PRFI",0,0
2021,"BFISH_2021_F",23575,"S21",231.9528,"PRFI",0,0
2021,"BFISH_2021_F",42849,"S20",249.3264,"PRFI",0,0
2021,"BFISH_2021_F",17008,"S05",113.9,"PRFI",0,0
2021,"BFISH_2021_F",40661,"S15",182.5752,"PRFI",0,0
2019,"BFISH_2019_F",38250,"S13",216.22,"PRFI",0,0
2021,"BFISH_2021_F",33914,"S22",257.8608,"PRFI",0,0
2020,"BFISH_2020_F",41191,"S10",151.7904,"PRFI",0,0
2021,"BFISH_2021_F",4162,"S01",87.4776,"PRFI",0,0
2021,"BFISH_2021_F",41144,"S15",190.5,"PRFI",0,0
2020,"BFISH_2020_F",17489,"S10",150.876,"PRFI",0,0
2020,"BFISH_2020_F",19839,"S10",135.3312,"PRFI",0,0
2020,"BFISH_2020_F",44105,"S16",213.0552,"PRFI",0,0
2021,"BFISH_2021_F",14763,"S22",247.8024,"PRFI",0,0
2021,"BFISH_2021_F",18191,"S10",164.1348,"PRFI",0,0
2020,"BFISH_2020_F",44698,"S03",93.0402,"PRFI",0,0
2019,"BFISH_2019_F",39340,"S11",160.02,"PRFI",0,0
2020,"BFISH_2020_F",20406,"S14",205.5114,"PRFI",0,0
2020,"BFISH_2020_F",4604,"S20",224.9424,"PRFI",0,0
2020,"BFISH_2020_F",41444,"S10",130.7592,"PRFI",0,0
2021,"BFISH_2021_F",8494,"S15",219.1512,"PRFI",0,0
2019,"BFISH_2019_F",7305,"S14",177.6222,"PRFI",0,0
2021,"BFISH_2021_F",8779,"S22",256.7178,"PRFI",0,0
2021,"BFISH_2021_F",44326,"S06",117.5004,"PRFI",0,0
2021,"BFISH_2021_F",12295,"S22",241.8588,"PRFI",0,0
2021,"BFISH_2021_F",42229,"S12",156.0576,"PRFI",0,0
2021,"BFISH_2021_F",1789,"S10",130.55,"PRFI",0,0
2020,"BFISH_2020_F",611,"S16",214.1982,"PRFI",0,0
2021,"BFISH_2021_F",18176,"S14",199.9488,"PRFI",0,0
2020,"BFISH_2020_F",9678,"S22",245.6688,"PRFI",0,0
2021,"BFISH_2021_F",12019,"S07",128.016,"PRFI",0,0
2021,"BFISH_2021_F",40058,"S05",160.2486,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",32867,"S10",151.3332,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",10832,"S16",208.4832,"PRFI",0,0
2020,"BFISH_2020_F",28543,"S13",187.9092,"PRFI",0,0
2020,"BFISH_2020_F",11211,"S10",111.5568,"PRFI",0,0
2020,"BFISH_2020_F",34330,"S02",84.845,"PRFI",0,0
2021,"BFISH_2021_F",54,"S01",96.4692,"PRFI",0,0
2019,"BFISH_2019_F",28281,"S13",204.41,"PRFI",0,0
2021,"BFISH_2021_F",11564,"S21",256.032,"PRFI",0,0
2019,"BFISH_2019_F",32428,"S14",213.46,"PRFI",0.5,0
2020,"BFISH_2020_F",15218,"S10",132.588,"PRFI",0,0
2020,"BFISH_2020_F",35160,"S02",106.845,"PRFI",0,0
2021,"BFISH_2021_F",19685,"S10",133.1,"PRFI",0,0
2020,"BFISH_2020_F",37925,"S16",171.0575,"PRFI",0,0
2019,"BFISH_2019_F",3878,"S01",96.4692,"PRFI",0,0
2021,"BFISH_2021_F",6003,"S01",108.1,"PRFI",0,0
2020,"BFISH_2020_F",45298,"S02",106.3752,"PRFI",0,0
2021,"BFISH_2021_F",34071,"S12",165.9636,"PRFI",0,0
2020,"BFISH_2020_F",40077,"S16",215.1888,"PRFI",0,0
2021,"BFISH_2021_F",43795,"S14",184.2516,"PRFI",0,0
2021,"BFISH_2021_F",16109,"S02",105.6132,"PRFI",0,0
2021,"BFISH_2021_F",1699,"S12",169.6212,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",30,"S07",121.6152,"PRFI",0,0
2021,"BFISH_2021_F",9669,"S17",226.7712,"PRFI",0,0
2019,"BFISH_2019_F",20540,"S02",98.5975,"PRFI",0,0
2020,"BFISH_2020_F",42742,"S17",225.2472,"PRFI",0,0
2021,"BFISH_2021_F",13934,"S22",235.9152,"PRFI",0,0
2021,"BFISH_2021_F",38171,"S08",116.45,"PRFI",0,0
2021,"BFISH_2021_F",22080,"S10",167.3352,"PRFI",0,0
2020,"BFISH_2020_F",23017,"S10",117.22,"PRFI",0,0
2020,"BFISH_2020_F",14798,"S11",151.3332,"PRFI",0,0
2019,"BFISH_2019_F",11319,"S14",173.736,"PRFI",0,0
2021,"BFISH_2021_F",8761,"S10",158.6484,"PRFI",0,0
2021,"BFISH_2021_F",17830,"S10",125.2,"PRFI",2.5,0
2021,"BFISH_2021_F",7308,"S14",217.6272,"PRFI",0,0
2021,"BFISH_2021_F",42973,"S20",237.4392,"PRFI",0,0
2021,"BFISH_2021_F",34014,"S19",250.5456,"PRFI",0,0
2021,"BFISH_2021_F",15859,"S10",125.8824,"PRFI",0,0
2021,"BFISH_2021_F",9238,"S10",130.95,"PRFI",0,0
2021,"BFISH_2021_F",33443,"S05",151.2,"PRFI",0,0
2021,"BFISH_2021_F",23949,"S05",136.95,"PRFI",0,0
2019,"BFISH_2019_F",1628,"S15",199.1106,"PRFI",0,0
2020,"BFISH_2020_F",42849,"S20",245.0592,"PRFI",0,0
2019,"BFISH_2019_F",14439,"S13",193.4725,"PRFI",0.5,0
2021,"BFISH_2021_F",45395,"S13",185.6232,"PRFI",0,0
2021,"BFISH_2021_F",3730,"S20",230.7336,"PRFI",0,0
2019,"BFISH_2019_F",19418,"S10",166.878,"PRFI",0,0
2021,"BFISH_2021_F",21356,"S02",106.0704,"PRFI",0,0
2021,"BFISH_2021_F",18285,"S20",256.032,"PRFI",0,0
2019,"BFISH_2019_F",23977,"S14",214.4268,"PRFI",0,0
2021,"BFISH_2021_F",25297,"S13",215.7984,"PRFI",0,0
2019,"BFISH_2019_F",38617,"S10",157.535,"PRFI",0,0
2021,"BFISH_2021_F",45207,"S16",186.5376,"PRFI",0,0
2019,"BFISH_2019_F",45260,"S11",138.3475,"PRFI",0,0
2019,"BFISH_2019_F",9217,"S14",183.8975,"PRFI",0,0
2021,"BFISH_2021_F",15337,"S07",167.3352,"PRFI",0,0
2019,"BFISH_2019_F",4876,"S12",117.21,"PRFI",0,0
2021,"BFISH_2021_F",26091,"S19",230.2002,"PRFI",0,0
2019,"BFISH_2019_F",40821,"S17",249.936,"PRFI",0,0
2020,"BFISH_2020_F",42591,"S10",163.068,"PRFI",0,0
2019,"BFISH_2019_F",33901,"S07",151.3332,"PRFI",0,0
2021,"BFISH_2021_F",27076,"S02",96.012,"PRFI",0,0
2019,"BFISH_2019_F",24116,"S01",100.9725,"PRFI",0,0
2021,"BFISH_2021_F",13234,"S15",185.6232,"PRFI",0,0
2021,"BFISH_2021_F",9617,"S22",224.028,"PRFI",0,0
2019,"BFISH_2019_F",16335,"S04",109.3475,"PRFI",0,0
2021,"BFISH_2021_F",38006,"S12",130.7592,"PRFI",0,0
2021,"BFISH_2021_F",9496,"S20",251.46,"PRFI",0,0
2021,"BFISH_2021_F",11766,"S22",253.2888,"PRFI",0,0
2020,"BFISH_2020_F",39320,"S20",247.1928,"PRFI",0,0
2019,"BFISH_2019_F",38535,"S14",199.1575,"PRFI",0,0
2019,"BFISH_2019_F",13740,"S07",113.5325,"PRFI",0,0
2019,"BFISH_2019_F",9660,"S07",164.5225,"PRFI",0,0
2020,"BFISH_2020_F",9336,"S11",146.304,"PRFI",0,0
2021,"BFISH_2021_F",45423,"S05",116.7384,"PRFI",0,0
2020,"BFISH_2020_F",9086,"S10",132.2832,"PRFI",0,0
2020,"BFISH_2020_F",17417,"S20",251.46,"PRFI",0,0
2021,"BFISH_2021_F",1730,"S12",143.1036,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",2332,"S14",190.5,"PRFI",0,0
2021,"BFISH_2021_F",4292,"S06",113.6904,"PRFI",0,0
2021,"BFISH_2021_F",611,"S12",167.9448,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",10357,"S05",138.0744,"PRFI",0,0
2021,"BFISH_2021_F",38342,"S10",144.4752,"PRFI",0,0
2019,"BFISH_2019_F",9702,"S13",216.1575,"PRFI",0,0
2019,"BFISH_2019_F",2606,"S04",92.72,"PRFI",0,0
2021,"BFISH_2021_F",26151,"S14",170.9928,"PRFI",0,0
2021,"BFISH_2021_F",12020,"S07",137.16,"PRFI",0,0
2021,"BFISH_2021_F",9711,"S10",143.5608,"PRFI",0,0
2019,"BFISH_2019_F",11205,"S15",216.7128,"PRFI",0,0
2021,"BFISH_2021_F",21780,"S16",198.4248,"PRFI",0,0
2019,"BFISH_2019_F",38266,"S15",194.1575,"PRFI",0,0
2021,"BFISH_2021_F",6084,"S14",215.7984,"PRFI",0,0
2021,"BFISH_2021_F",40078,"S16",218.5416,"PRFI",0,0
2019,"BFISH_2019_F",32040,"S14",202.0824,"PRFI",0,0
2020,"BFISH_2020_F",9649,"S11",118.2624,"PRFI",0,0
2021,"BFISH_2021_F",2347,"S22",220.98,"PRFI",0,0
2021,"BFISH_2021_F",7364,"S20",233.172,"PRFI",0,0
2021,"BFISH_2021_F",1953,"S01",103.0224,"PRFI",0,0
2021,"BFISH_2021_F",5102,"S06",124.3584,"PRFI",0,0
2021,"BFISH_2021_F",1677,"S12",165.5064,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",30680,"S01",106.0704,"PRFI",0,0
2020,"BFISH_2020_F",15602,"S11",142.1892,"PRFI",0,0
2021,"BFISH_2021_F",9364,"S07",152.7048,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",30902,"S05",141.15,"PRFI",0,0
2021,"BFISH_2021_F",15995,"S10",129,"PRFI",0,0
2021,"BFISH_2021_F",9712,"S07",146.7612,"PRFI",0,0
2021,"BFISH_2021_F",1439,"S22",244.4496,"PRFI",0,0
2020,"BFISH_2020_F",45499,"S13",180.1368,"PRFI",0,0
2020,"BFISH_2020_F",35823,"S15",206.1825,"PRFI",0,0
2021,"BFISH_2021_F",10396,"S09",134.112,"PRFI",0,0
2021,"BFISH_2021_F",15722,"S14",170.85,"PRFI",0.5,0
2019,"BFISH_2019_F",33798,"S03",88.5025,"PRFI",0,0
2021,"BFISH_2021_F",13277,"S16",170.3832,"PRFI",0,0
2020,"BFISH_2020_F",42133,"S13",194.7672,"PRFI",0,0
2020,"BFISH_2020_F",27699,"S16",176.9364,"PRFI",0,0
2021,"BFISH_2021_F",44408,"S13",176.4792,"PRFI",0,0
2021,"BFISH_2021_F",589,"S16",204.8256,"PRFI",0,0
2021,"BFISH_2021_F",14441,"S11",153.6192,"PRFI",0,0
2020,"BFISH_2020_F",12541,"S13",201.6252,"PRFI",0,0
2021,"BFISH_2021_F",41276,"S22",259.3848,"PRFI",0,0
2021,"BFISH_2021_F",9700,"S18",235.0008,"PRFI",0,0
2020,"BFISH_2020_F",8652,"S10",157.2768,"PRFI",0,0
2019,"BFISH_2019_F",26213,"S05",151.7904,"PRFI",0,0
2019,"BFISH_2019_F",39745,"S11",147.6756,"PRFI",0,0
2021,"BFISH_2021_F",9555,"S16",207.264,"PRFI",0,0
2021,"BFISH_2021_F",13148,"S16",210.6168,"PRFI",0,0
2019,"BFISH_2019_F",43747,"S13",210.7692,"PRFI",0,0
2021,"BFISH_2021_F",35857,"S22",249.6312,"PRFI",0,0
2021,"BFISH_2021_F",7101,"S20",240.4872,"PRFI",0,0
2021,"BFISH_2021_F",12069,"S14",171.35,"PRFI",0.5,0
2020,"BFISH_2020_F",11411,"S10",122.9868,"PRFI",0,0
2021,"BFISH_2021_F",14901,"S22",245.6688,"PRFI",0,0
2019,"BFISH_2019_F",39863,"S16",187.63488,"PRFI",0,0
2020,"BFISH_2020_F",41133,"S21",246.4308,"PRFI",0,0
2020,"BFISH_2020_F",38614,"S20",244.4496,"PRFI",0,0
2019,"BFISH_2019_F",34273,"S15",211.5312,"PRFI",0,0
2019,"BFISH_2019_F",38793,"S14",216.47,"PRFI",0,0
2020,"BFISH_2020_F",9718,"S05",163.2204,"PRFI",0,0
2021,"BFISH_2021_F",11771,"S15",196.596,"PRFI",0,0
2021,"BFISH_2021_F",38820,"S20",254.2032,"PRFI",0,0
2021,"BFISH_2021_F",21458,"S10",138.25,"PRFI",0,0
2021,"BFISH_2021_F",18273,"S10",161.48304,"PRFI",0,0
2020,"BFISH_2020_F",8444,"S20",234.0864,"PRFI",0,0
2020,"BFISH_2020_F",12101,"S21",240.1824,"PRFI",0,0
2021,"BFISH_2021_F",24622,"S20",245.0592,"PRFI",0,0
2021,"BFISH_2021_F",30985,"S05",165.8,"PRFI",0,0
2021,"BFISH_2021_F",10502,"S05",140.8176,"PRFI",0,0
2019,"BFISH_2019_F",32708,"S17",221.742,"PRFI",0,0
2020,"BFISH_2020_F",43109,"S22",224.9424,"PRFI",0,0
2021,"BFISH_2021_F",40683,"S09",128.9304,"PRFI",0,0
2020,"BFISH_2020_F",7812,"S20",243.6876,"PRFI",0,0
2020,"BFISH_2020_F",8891,"S10",162.306,"PRFI",0,0
2021,"BFISH_2021_F",9773,"S16",172.3644,"PRFI",0,0
2020,"BFISH_2020_F",9707,"S10",156.3624,"PRFI",0,0
2020,"BFISH_2020_F",1496,"S16",177.8508,"PRFI",0,0
2021,"BFISH_2021_F",42351,"S05",126.7968,"PRFI",0,0
2019,"BFISH_2019_F",11188,"S22",256.032,"PRFI",0,0
2021,"BFISH_2021_F",21936,"S10",119.7864,"PRFI",0,0
2021,"BFISH_2021_F",37538,"S22",251.46,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",43598,"S10",113.9952,"PRFI",0,0
2021,"BFISH_2021_F",44014,"S22",226.4664,"PRFI",0,0
2020,"BFISH_2020_F",5242,"S21",226.4664,"PRFI",0,0
2021,"BFISH_2021_F",1474,"S22",256.9464,"PRFI",0,0
2021,"BFISH_2021_F",11872,"S21",253.2888,"PRFI",0,0
2021,"BFISH_2021_F",40528,"S21",230.886,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",17688,"S22",235.9152,"PRFI",0,0
2021,"BFISH_2021_F",41060,"S07",163.068,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",41669,"S01",85.344,"PRFI",0,0
2020,"BFISH_2020_F",15169,"S20",228.6,"PRFI",0,0
2021,"BFISH_2021_F",40076,"S22",259.6896,"PRFI",0,0
2021,"BFISH_2021_F",7801,"S10",137.5,"PRFI",0,0
