"mod","y"
23.6669516329368,72.5
23.6020211241767,72.6
23.5373571515861,72.7
23.4729582599975,72.8
23.4088230041492,72.9
23.3449499486047,73
23.2813376676726,73.1
23.2179847453275,73.2
23.1548897751315,73.3
23.0920513601565,73.4
23.0294681129074,73.5
22.9671386552454,73.6
22.9050616183132,73.7
22.8432356424593,73.8
22.7816593771648,73.9
22.7203314809692,74
22.659250621398,74.1
22.5984154748908,74.2
22.5378247267297,74.3
22.4774770709685,74.4
22.4173712103628,74.5
22.3575058563006,74.6
22.2978797287336,74.7
22.2384915561087,74.8
22.179340075301,74.9
22.1204240315467,75
22.0617421783765,75.1
22.0032932775508,75.2
21.9450760989937,75.3
21.8870894207295,75.4
21.8293320288178,75.5
21.7718027172912,75.6
21.7145002880922,75.7
21.657423551011,75.8
21.600571323624,75.9
21.5439424312332,76
21.487535706805,76.1
21.4313499909113,76.2
21.3753841316693,76.3
21.3196369846831,76.4
21.2641074129857,76.5
21.2087942869806,76.6
21.1536964843852,76.7
21.0988128901739,76.8
21.0441423965218,76.9
20.9896839027491,77
20.935436315266,77.1
20.8813985475182,77.2
20.8275695199321,77.3
20.7739481598617,77.4
20.7205334015352,77.5
20.6673241860022,77.6
20.6143194610814,77.7
20.5615181813089,77.8
20.5089193078869,77.9
20.4565218086324,78
20.4043246579275,78.1
20.3523268366687,78.2
20.3005273322178,78.3
20.2489251383524,78.4
20.1975192552179,78.5
20.1463086892785,78.6
20.0952924532697,78.7
20.0444695661511,78.8
19.9938390530591,78.9
19.9433999452606,79
19.8931512801066,79.1
19.8430921009864,79.2
19.7932214572829,79.3
19.7435384043266,79.4
19.694042003352,79.5
19.6447313214528,79.6
19.5956054315383,79.7
19.5466634122901,79.8
19.4979043481191,79.9
19.4493273291225,80
19.4009314510418,80.1
19.352715815221,80.2
19.3046795285645,80.3
19.2568217034966,80.4
19.20914145792,80.5
19.161637915176,80.6
19.1143102040036,80.7
19.0671574585003,80.8
19.0201788180822,80.9
18.9733734274452,81
18.9267404365263,81.1
18.8802790004646,81.2
18.8339882795637,81.3
18.7878674392538,81.4
18.7419156500539,81.5
18.6961320875352,81.6
18.6505159322837,81.7
18.605066369864,81.8
18.559782590783,81.9
18.514663790454,82
18.469709169161,82.1
18.4249179320235,82.2
18.3802892889614,82.3
18.3358224546605,82.4
18.2915166485377,82.5
18.2473710947071,82.6
18.2033850219464,82.7
18.1595576636627,82.8
18.1158882578597,82.9
18.0723760471047,83
18.0290202784956,83.1
17.9858202036288,83.2
17.9427750785665,83.3
17.8998841638054,83.4
17.8571467242445,83.5
17.8145620291541,83.6
17.7721293521446,83.7
17.7298479711353,83.8
17.6877171683243,83.9
17.6457362301579,84
17.6039044473002,84.1
17.5622211146038,84.2
17.5206855310799,84.3
17.4792969998687,84.4
17.4380548282107,84.5
17.3969583274176,84.6
17.3560068128436,84.7
17.3151996038571,84.8
17.2745360238124,84.9
17.2340154000219,85
17.1936370637281,85.1
17.1534003500766,85.2
17.1133045980881,85.3
17.0733491506321,85.4
17.0335333543994,85.5
16.9938565598761,85.6
16.9543181213167,85.7
16.9149173967181,85.8
16.8756537477936,85.9
16.8365265399475,86
16.7975351422487,86.1
16.7586789274063,86.2
16.7199572717437,86.3
16.6813695551741,86.4
16.6429151611757,86.5
16.6045934767669,86.6
16.5664038924822,86.7
16.5283458023479,86.8
16.4904186038585,86.9
16.4526216979523,87
16.4149544889883,87.1
16.3774163847227,87.2
16.3400067962856,87.3
16.3027251381581,87.4
16.2655708281493,87.5
16.2285432873739,87.6
16.1916419402295,87.7
16.1548662143744,87.8
16.1182155407053,87.9
16.0816893533358,88
16.045287089574,88.1
16.0090081899015,88.2
15.9728520979514,88.3
15.9368182604877,88.4
15.9009061273835,88.5
15.8651151516006,88.6
15.8294447891684,88.7
15.7938944991635,88.8
15.7584637436892,88.9
15.723151987855,89
15.687958699757,89.1
15.6528833504573,89.2
15.6179254139648,89.3
15.5830843672148,89.4
15.5483596900504,89.5
15.5137508652022,89.6
15.47925737827,89.7
15.444878717703,89.8
15.4106143747813,89.9
15.3764638435971,90
15.3424266210358,90.1
15.3085022067579,90.2
15.2746901031807,90.3
15.2409898154594,90.4
15.2074008514701,90.5
15.1739227217909,90.6
15.140554939685,90.7
15.1072970210824,90.8
15.0741484845625,90.9
15.0411088513372,91
15.0081776452331,91.1
14.9753543926746,91.2
14.942638622667,91.3
14.9100298667797,91.4
14.8775276591292,91.5
14.8451315363627,91.6
14.8128410376418,91.7
14.7806557046257,91.8
14.7485750814554,91.9
14.7165987147376,92
14.6847261535283,92.1
14.6529569493175,92.2
14.621290656013,92.3
14.5897268299251,92.4
14.5582650297509,92.5
14.5269048165591,92.6
14.4956457537747,92.7
14.4644874071635,92.8
14.4334293448177,92.9
14.4024711371404,93
14.3716123568312,93.1
14.340852578871,93.2
14.3101913805081,93.3
14.279628341243,93.4
14.2491630428146,93.5
14.2187950691856,93.6
14.1885240065283,93.7
14.1583494432108,93.8
14.1282709697829,93.9
14.0982881789621,94
14.0684006656203,94.1
14.0386080267695,94.2
14.0089098615489,94.3
13.9793057712111,94.4
13.9497953591086,94.5
13.9203782306811,94.6
13.8910539934417,94.7
13.8618222569643,94.8
13.8326826328706,94.9
13.8036347348169,95
13.7746781784817,95.1
13.7458125815529,95.2
13.7170375637151,95.3
13.6883527466373,95.4
13.6597577539602,95.5
13.6312522112844,95.6
13.6028357461576,95.7
13.5745079880629,95.8
13.5462685684065,95.9
13.5181171205057,96
13.4900532795774,96.1
13.4620766827259,96.2
13.4341869689315,96.3
13.4063837790386,96.4
13.3786667557444,96.5
13.3510355435874,96.6
13.3234897889358,96.7
13.2960291399768,96.8
13.2686532467045,96.9
13.2413617609099,97
13.2141543361686,97.1
13.187030627831,97.2
13.1599902930105,97.3
13.1330329905734,97.4
13.1061583811277,97.5
13.0793661270126,97.6
13.0526558922879,97.7
13.0260273427235,97.8
12.999480145789,97.9
12.9730139706435,98
12.9466284881248,98.1
12.92032337074,98.2
12.8940982926543,98.3
12.8679529296821,98.4
12.8418869592762,98.5
12.815900060518,98.6
12.789991914108,98.7
12.7641622023557,98.8
12.7384106091699,98.9
12.7127368200492,99
12.6871405220723,99.1
12.6616214038886,99.2
12.6361791557085,99.3
12.6108134692945,99.4
12.5855240379513,99.5
12.5603105565171,99.6
12.535172721354,99.7
12.5101102303391,99.8
12.4851227828555,99.9
12.4602100797828,100
