"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2022,"BFISH_2022_F",7,"S22",0,21.7927235233502,0,0,0,0,0
2022,"BFISH_2022_F",63,"S16",0,0,0,0,0,15.9047835854029,0
2022,"BFISH_2022_F",79,"S10",0,0,0,0,0,0,0
2022,"BFISH_2022_F",199,"S16",0,0,0,0,0,6.01303643670468,0
2022,"BFISH_2022_F",212,"S11",0,1.63990145902023,0,0,0,0,1.07342334723491
2022,"BFISH_2022_F",231,"S22",0,2.13976367779101,0,0,0,0,0
2022,"BFISH_2022_F",247,"S16",0,1.56003802124008,0,0,0,0,0.647269868924597
2022,"BFISH_2022_F",306,"S16",0,0.927723263297937,0,0,0,9.42793524522653,0.470793745409139
2022,"BFISH_2022_F",316,"S16",0,0,0,0,0,0,0.773951349925052
2022,"BFISH_2022_F",323,"S16",0,0,0,0,0,0,0
2022,"BFISH_2022_F",739,"S22",0,0,0,0,0,0,0
2022,"BFISH_2022_F",954,"S16",3.70807949979975,0,0,0,0,6.41676405796179,0
2022,"BFISH_2022_F",958,"S22",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1014,"S22",0,1.31039874949417,0,0,0,0,0
2022,"BFISH_2022_F",1031,"S22",0,5.68576223666887,0,0,0,0,0
2022,"BFISH_2022_F",1133,"S20",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1165,"S14",0,1.0827082708127,0,0,11.4777095223966,0,0.647269868924597
2022,"BFISH_2022_F",1185,"S21",0,2.21709529329796,0,0,0,0,0
2022,"BFISH_2022_F",1206,"S11",0,0,0,0,2.92662511474479,0.599871886398182,0
2022,"BFISH_2022_F",1221,"S16",1.33677779141555,0,0,0,0.817595114584355,0,0
2022,"BFISH_2022_F",1357,"S22",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1387,"S16",0,0,0,0,1.26844231651551,0,0
2022,"BFISH_2022_F",1452,"S22",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1509,"S22",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1543,"S16",0,6.63279548139242,0,0,1.59354071370656,11.466392135665,0
2022,"BFISH_2022_F",1547,"S21",0,0,0,0,0,0,0
2022,"BFISH_2022_F",1564,"S16",0,0.617949863744359,0,0,1.81548724452685,1.4097862161292,0
